연도,월,지역,연료,차종,등록대수
2020,3,경기도,전기,승용,681
2020,3,경기도,전기,승합,8
2020,3,경기도,전기,화물,196
2020,3,경기도,전기,특수,2
2020,3,경기도,하이브리드,승용,2042
2020,3,경기도,하이브리드,승합,0
2020,3,경기도,하이브리드,화물,0
2020,3,경기도,하이브리드,특수,0
2020,3,경기도,휘발유,승용,4710
2020,3,경기도,휘발유,승합,3
2020,3,경기도,휘발유,화물,102
2020,3,경기도,휘발유,특수,1
2020,3,경상남도,경유,승용,2303
2020,3,경상남도,경유,승합,111
2020,3,경상남도,경유,화물,1174
2020,3,경상남도,경유,특수,50
2020,3,경상남도,수소,승용,47
2020,3,경상남도,수소,승합,0
2020,3,경상남도,수소,화물,0
2020,3,경상남도,수소,특수,0
2020,3,경상남도,전기,승용,323
2020,3,경상남도,전기,승합,3
2020,3,경상남도,전기,화물,72
2020,3,경상남도,전기,특수,0
2020,3,경상남도,하이브리드,승용,1039
2020,3,경상남도,하이브리드,승합,0
2020,3,경상남도,하이브리드,화물,0
2020,3,경상남도,하이브리드,특수,0
2020,3,경상남도,휘발유,승용,2556
2020,3,경상남도,휘발유,승합,0
2020,3,경상남도,휘발유,화물,22
2020,3,경상남도,휘발유,특수,0
2020,3,경상북도,경유,승용,758
2020,3,경상북도,경유,승합,86
2020,3,경상북도,경유,화물,797
2020,3,경상북도,경유,특수,27
2020,3,경상북도,수소,승용,0
2020,3,경상북도,수소,승합,0
2020,3,경상북도,수소,화물,0
2020,3,경상북도,수소,특수,0
2020,3,경상북도,전기,승용,127
2020,3,경상북도,전기,승합,0
2020,3,경상북도,전기,화물,60
2020,3,경상북도,전기,특수,2
2020,3,경상북도,하이브리드,승용,243
2020,3,경상북도,하이브리드,승합,0
2020,3,경상북도,하이브리드,화물,0
2020,3,경상북도,하이브리드,특수,0
2020,3,경상북도,휘발유,승용,411
2020,3,경상북도,휘발유,승합,0
2020,3,경상북도,휘발유,화물,15
2020,3,경상북도,휘발유,특수,0
2020,3,광주광역시,경유,승용,903
2020,3,광주광역시,경유,승합,41
2020,3,광주광역시,경유,화물,619
2020,3,광주광역시,경유,특수,11
2020,3,광주광역시,수소,승용,4
2020,3,광주광역시,수소,승합,0
2020,3,광주광역시,수소,화물,0
2020,3,광주광역시,수소,특수,0
2020,3,광주광역시,전기,승용,125
2020,3,광주광역시,전기,승합,0
2020,3,광주광역시,전기,화물,76
2020,3,광주광역시,전기,특수,0
2020,3,광주광역시,하이브리드,승용,321
2020,3,광주광역시,하이브리드,승합,0
2020,3,광주광역시,하이브리드,화물,0
2020,3,광주광역시,하이브리드,특수,0
2020,3,광주광역시,휘발유,승용,658
2020,3,광주광역시,휘발유,승합,0
2020,3,광주광역시,휘발유,화물,11
2020,3,광주광역시,휘발유,특수,0
2020,3,대구광역시,경유,승용,1014
2020,3,대구광역시,경유,승합,58
2020,3,대구광역시,경유,화물,665
2020,3,대구광역시,경유,특수,19
2020,3,대구광역시,수소,승용,0
2020,3,대구광역시,수소,승합,0
2020,3,대구광역시,수소,화물,0
2020,3,대구광역시,수소,특수,0
2020,3,대구광역시,전기,승용,198
2020,3,대구광역시,전기,승합,0
2020,3,대구광역시,전기,화물,205
2020,3,대구광역시,전기,특수,0
2020,3,대구광역시,하이브리드,승용,468
2020,3,대구광역시,하이브리드,승합,0
2020,3,대구광역시,하이브리드,화물,0
2020,3,대구광역시,하이브리드,특수,0
2020,3,대구광역시,휘발유,승용,1371
2020,3,대구광역시,휘발유,승합,0
2020,3,대구광역시,휘발유,화물,14
2020,3,대구광역시,휘발유,특수,0
2020,3,대전광역시,경유,승용,761
2020,3,대전광역시,경유,승합,32
2020,3,대전광역시,경유,화물,520
2020,3,대전광역시,경유,특수,14
2020,3,대전광역시,수소,승용,26
2020,3,대전광역시,수소,승합,0
2020,3,대전광역시,수소,화물,0
2020,3,대전광역시,수소,특수,0
2020,3,대전광역시,전기,승용,190
2020,3,대전광역시,전기,승합,0
2020,3,대전광역시,전기,화물,52
2020,3,대전광역시,전기,특수,0
2020,3,대전광역시,하이브리드,승용,355
2020,3,대전광역시,하이브리드,승합,0
2020,3,대전광역시,하이브리드,화물,0
2020,3,대전광역시,하이브리드,특수,0
2020,3,대전광역시,휘발유,승용,775
2020,3,대전광역시,휘발유,승합,0
2020,3,대전광역시,휘발유,화물,10
2020,3,대전광역시,휘발유,특수,0
2020,3,부산광역시,경유,승용,1822
2020,3,부산광역시,경유,승합,92
2020,3,부산광역시,경유,화물,700
2020,3,부산광역시,경유,특수,75
2020,3,부산광역시,수소,승용,33
2020,3,부산광역시,수소,승합,0
2020,3,부산광역시,수소,화물,0
2020,3,부산광역시,수소,특수,0
2020,3,부산광역시,전기,승용,143
2020,3,부산광역시,전기,승합,0
2020,3,부산광역시,전기,화물,108
2020,3,부산광역시,전기,특수,0
2020,3,부산광역시,하이브리드,승용,508
2020,3,부산광역시,하이브리드,승합,0
2020,3,부산광역시,하이브리드,화물,0
2020,3,부산광역시,하이브리드,특수,0
2020,3,부산광역시,휘발유,승용,1632
2020,3,부산광역시,휘발유,승합,0
2020,3,부산광역시,휘발유,화물,9
2020,3,부산광역시,휘발유,특수,0
2020,3,서울특별시,경유,승용,2856
2020,3,서울특별시,경유,승합,228
2020,3,서울특별시,경유,화물,2649
2020,3,서울특별시,경유,특수,45
2020,3,서울특별시,수소,승용,61
2020,3,서울특별시,수소,승합,0
2020,3,서울특별시,수소,화물,0
2020,3,서울특별시,수소,특수,0
2020,3,서울특별시,전기,승용,1912
2020,3,서울특별시,전기,승합,3
2020,3,서울특별시,전기,화물,246
2020,3,서울특별시,전기,특수,0
2020,3,서울특별시,하이브리드,승용,1824
2020,3,서울특별시,하이브리드,승합,0
2020,3,서울특별시,하이브리드,화물,0
2020,3,서울특별시,하이브리드,특수,0
2020,3,서울특별시,휘발유,승용,2642
2020,3,서울특별시,휘발유,승합,0
2020,3,서울특별시,휘발유,화물,45
2020,3,서울특별시,휘발유,특수,0
2020,3,세종특별자치시,경유,승용,32
2020,3,세종특별자치시,경유,승합,5
2020,3,세종특별자치시,경유,화물,31
2020,3,세종특별자치시,경유,특수,2
2020,3,세종특별자치시,수소,승용,0
2020,3,세종특별자치시,수소,승합,0
2020,3,세종특별자치시,수소,화물,0
2020,3,세종특별자치시,수소,특수,0
2020,3,세종특별자치시,전기,승용,14
2020,3,세종특별자치시,전기,승합,0
2020,3,세종특별자치시,전기,화물,0
2020,3,세종특별자치시,전기,특수,0
2020,3,세종특별자치시,하이브리드,승용,18
2020,3,세종특별자치시,하이브리드,승합,0
2020,3,세종특별자치시,하이브리드,화물,0
2020,3,세종특별자치시,하이브리드,특수,0
2020,3,세종특별자치시,휘발유,승용,7
2020,3,세종특별자치시,휘발유,승합,0
2020,3,세종특별자치시,휘발유,화물,0
2020,3,세종특별자치시,휘발유,특수,0
2020,3,울산광역시,경유,승용,780
2020,3,울산광역시,경유,승합,31
2020,3,울산광역시,경유,화물,244
2020,3,울산광역시,경유,특수,8
2020,3,울산광역시,수소,승용,41
2020,3,울산광역시,수소,승합,0
2020,3,울산광역시,수소,화물,0
2020,3,울산광역시,수소,특수,0
2020,3,울산광역시,전기,승용,101
2020,3,울산광역시,전기,승합,0
2020,3,울산광역시,전기,화물,76
2020,3,울산광역시,전기,특수,0
2020,3,울산광역시,하이브리드,승용,236
2020,3,울산광역시,하이브리드,승합,0
2020,3,울산광역시,하이브리드,화물,0
2020,3,울산광역시,하이브리드,특수,0
2020,3,울산광역시,휘발유,승용,286
2020,3,울산광역시,휘발유,승합,0
2020,3,울산광역시,휘발유,화물,8
2020,3,울산광역시,휘발유,특수,0
2020,3,인천광역시,경유,승용,4595
2020,3,인천광역시,경유,승합,146
2020,3,인천광역시,경유,화물,1027
2020,3,인천광역시,경유,특수,46
2020,3,인천광역시,수소,승용,35
2020,3,인천광역시,수소,승합,0
2020,3,인천광역시,수소,화물,0
2020,3,인천광역시,수소,특수,0
2020,3,인천광역시,전기,승용,350
2020,3,인천광역시,전기,승합,0
2020,3,인천광역시,전기,화물,103
2020,3,인천광역시,전기,특수,0
2020,3,인천광역시,하이브리드,승용,1184
2020,3,인천광역시,하이브리드,승합,0
2020,3,인천광역시,하이브리드,화물,0
2020,3,인천광역시,하이브리드,특수,0
2020,3,인천광역시,휘발유,승용,4587
2020,3,인천광역시,휘발유,승합,0
2020,3,인천광역시,휘발유,화물,13
2020,3,인천광역시,휘발유,특수,0
2020,3,전라남도,경유,승용,1354
2020,3,전라남도,경유,승합,104
2020,3,전라남도,경유,화물,735
2020,3,전라남도,경유,특수,19
2020,3,전라남도,수소,승용,6
2020,3,전라남도,수소,승합,0
2020,3,전라남도,수소,화물,0
2020,3,전라남도,수소,특수,0
2020,3,전라남도,전기,승용,385
2020,3,전라남도,전기,승합,0
2020,3,전라남도,전기,화물,55
2020,3,전라남도,전기,특수,0
2020,3,전라남도,하이브리드,승용,253
2020,3,전라남도,하이브리드,승합,0
2020,3,전라남도,하이브리드,화물,0
2020,3,전라남도,하이브리드,특수,0
2020,3,전라남도,휘발유,승용,362
2020,3,전라남도,휘발유,승합,2
2020,3,전라남도,휘발유,화물,7
2020,3,전라남도,휘발유,특수,0
2020,3,전라북도,경유,승용,815
2020,3,전라북도,경유,승합,76
2020,3,전라북도,경유,화물,802
2020,3,전라북도,경유,특수,20
2020,3,전라북도,수소,승용,5
2020,3,전라북도,수소,승합,0
2020,3,전라북도,수소,화물,0
2020,3,전라북도,수소,특수,0
2020,3,전라북도,전기,승용,193
2020,3,전라북도,전기,승합,0
2020,3,전라북도,전기,화물,89
2020,3,전라북도,전기,특수,0
2020,3,전라북도,하이브리드,승용,250
2020,3,전라북도,하이브리드,승합,0
2020,3,전라북도,하이브리드,화물,0
2020,3,전라북도,하이브리드,특수,0
2020,3,전라북도,휘발유,승용,528
2020,3,전라북도,휘발유,승합,0
2020,3,전라북도,휘발유,화물,15
2020,3,전라북도,휘발유,특수,0
2020,3,제주특별자치도,경유,승용,2817
2020,3,제주특별자치도,경유,승합,138
2020,3,제주특별자치도,경유,화물,1234
2020,3,제주특별자치도,경유,특수,6
2020,3,제주특별자치도,수소,승용,0
2020,3,제주특별자치도,수소,승합,0
2020,3,제주특별자치도,수소,화물,0
2020,3,제주특별자치도,수소,특수,0
2020,3,제주특별자치도,전기,승용,193
2020,3,제주특별자치도,전기,승합,0
2020,3,제주특별자치도,전기,화물,111
2020,3,제주특별자치도,전기,특수,0
2020,3,제주특별자치도,하이브리드,승용,478
2020,3,제주특별자치도,하이브리드,승합,0
2020,3,제주특별자치도,하이브리드,화물,0
2020,3,제주특별자치도,하이브리드,특수,0
2020,3,제주특별자치도,휘발유,승용,342
2020,3,제주특별자치도,휘발유,승합,0
2020,3,제주특별자치도,휘발유,화물,8
2020,3,제주특별자치도,휘발유,특수,0
2020,3,충청남도,경유,승용,836
2020,3,충청남도,경유,승합,129
2020,3,충청남도,경유,화물,740
2020,3,충청남도,경유,특수,31
2020,3,충청남도,수소,승용,12
2020,3,충청남도,수소,승합,0
2020,3,충청남도,수소,화물,0
2020,3,충청남도,수소,특수,0
2020,3,충청남도,전기,승용,219
2020,3,충청남도,전기,승합,0
2020,3,충청남도,전기,화물,32
2020,3,충청남도,전기,특수,0
2020,3,충청남도,하이브리드,승용,228
2020,3,충청남도,하이브리드,승합,0
2020,3,충청남도,하이브리드,화물,0
2020,3,충청남도,하이브리드,특수,0
2020,3,충청남도,휘발유,승용,630
2020,3,충청남도,휘발유,승합,4
2020,3,충청남도,휘발유,화물,22
2020,3,충청남도,휘발유,특수,0
2020,3,충청북도,경유,승용,557
2020,3,충청북도,경유,승합,43
2020,3,충청북도,경유,화물,621
2020,3,충청북도,경유,특수,14
2020,3,충청북도,수소,승용,6
2020,3,충청북도,수소,승합,0
2020,3,충청북도,수소,화물,0
2020,3,충청북도,수소,특수,0
2020,3,충청북도,전기,승용,69
2020,3,충청북도,전기,승합,0
2020,3,충청북도,전기,화물,44
2020,3,충청북도,전기,특수,0
2020,3,충청북도,하이브리드,승용,233
2020,3,충청북도,하이브리드,승합,0
2020,3,충청북도,하이브리드,화물,0
2020,3,충청북도,하이브리드,특수,0
2020,3,충청북도,휘발유,승용,511
2020,3,충청북도,휘발유,승합,0
2020,3,충청북도,휘발유,화물,19
2020,3,충청북도,휘발유,특수,0
2020,4,강원도,경유,승용,721
2020,4,강원도,경유,승합,65
2020,4,강원도,경유,화물,660
2020,4,강원도,경유,특수,16
2020,4,강원도,수소,승용,61
2020,4,강원도,수소,승합,0
2020,4,강원도,수소,화물,0
2020,4,강원도,수소,특수,0
2020,4,강원도,전기,승용,101
2020,4,강원도,전기,승합,0
2020,4,강원도,전기,화물,23
2020,4,강원도,전기,특수,0
2020,4,강원도,하이브리드,승용,283
2020,4,강원도,하이브리드,승합,0
2020,4,강원도,하이브리드,화물,0
2020,4,강원도,하이브리드,특수,0
2020,4,강원도,휘발유,승용,541
2020,4,강원도,휘발유,승합,0
2020,4,강원도,휘발유,화물,26
2020,4,강원도,휘발유,특수,0
2020,4,경기도,경유,승용,5578
2020,4,경기도,경유,승합,415
2020,4,경기도,경유,화물,3807
2020,4,경기도,경유,특수,281
2020,4,경기도,수소,승용,189
2020,4,경기도,수소,승합,0
2020,4,경기도,수소,화물,0
2020,4,경기도,수소,특수,0
2020,4,경기도,전기,승용,316
2020,4,경기도,전기,승합,3
2020,4,경기도,전기,화물,69
2020,4,경기도,전기,특수,0
2020,4,경기도,하이브리드,승용,2617
2020,4,경기도,하이브리드,승합,0
2020,4,경기도,하이브리드,화물,0
2020,4,경기도,하이브리드,특수,0
2020,4,경기도,휘발유,승용,4541
2020,4,경기도,휘발유,승합,6
2020,4,경기도,휘발유,화물,101
2020,4,경기도,휘발유,특수,1
2020,4,경상남도,경유,승용,2718
2020,4,경상남도,경유,승합,114
2020,4,경상남도,경유,화물,1158
2020,4,경상남도,경유,특수,36
2020,4,경상남도,수소,승용,37
2020,4,경상남도,수소,승합,0
2020,4,경상남도,수소,화물,0
2020,4,경상남도,수소,특수,0
2020,4,경상남도,전기,승용,133
2020,4,경상남도,전기,승합,6
2020,4,경상남도,전기,화물,33
2020,4,경상남도,전기,특수,0
2020,4,경상남도,하이브리드,승용,935
2020,4,경상남도,하이브리드,승합,0
2020,4,경상남도,하이브리드,화물,0
2020,4,경상남도,하이브리드,특수,0
2020,4,경상남도,휘발유,승용,3187
2020,4,경상남도,휘발유,승합,1
2020,4,경상남도,휘발유,화물,27
2020,4,경상남도,휘발유,특수,0
2020,4,경상북도,경유,승용,813
2020,4,경상북도,경유,승합,96
2020,4,경상북도,경유,화물,885
2020,4,경상북도,경유,특수,27
2020,4,경상북도,수소,승용,1
2020,4,경상북도,수소,승합,0
2020,4,경상북도,수소,화물,0
2020,4,경상북도,수소,특수,0
2020,4,경상북도,전기,승용,117
2020,4,경상북도,전기,승합,0
2020,4,경상북도,전기,화물,90
2020,4,경상북도,전기,특수,2
2020,4,경상북도,하이브리드,승용,362
2020,4,경상북도,하이브리드,승합,0
2020,4,경상북도,하이브리드,화물,0
2020,4,경상북도,하이브리드,특수,0
2020,4,경상북도,휘발유,승용,489
2020,4,경상북도,휘발유,승합,0
2020,4,경상북도,휘발유,화물,21
2020,4,경상북도,휘발유,특수,0
2020,4,광주광역시,경유,승용,1185
2020,4,광주광역시,경유,승합,39
